"category","profit"
"homeware",350.0310611553936
"toys-and-games",157.53714144769094
"food-and-drink",25.863941054518264
"pets",11.323070607950145
"sports-and-leisure",8.45711315023551
"health-and-beauty",5.940294223321043
"diy",4.041264989971046
